cutoff_date,item_id,store_code,scope,critical_fractile,shortage_cost,overage_cost,point_demand_forecast_14d,target_inventory_14d
2015-12-27,549,all,national,0.31141792680254216,42.63,94.26,13.248541116876329,9.523095958979656
2015-12-27,582,1,store,0.7221095334685599,14.24,5.48,1.788851688427877,4.63027003935513
2015-12-27,582,2,store,0.7213114754098362,12.32,4.76,1.4104334424856269,4.355275654506563
2015-12-27,582,3,store,0.7208976157082748,20.56,7.96,1.3998290334731258,4.076034667030936
2015-12-27,582,4,store,0.721183800623053,18.52,7.16,1.5828933143087878,2.818761413178522
2015-12-27,582,5,store,0.721598002496879,23.12,8.92,1.0637918230945165,2.907972839030149
2015-12-27,582,all,national,0.7213907078266293,46.27,17.87,8.772162780581814,12.276844521571569
2015-12-27,609,1,store,0.3086283185840708,11.16,25.0,0.9821545667801613,0.5833170315208792
2015-12-27,609,2,store,0.3086734693877551,9.68,21.68,0.6477411105892871,0.54606745879567
2015-12-27,609,3,store,0.3085758039816233,16.12,36.12,4.8874243494452925,4.0379059548933816
2015-12-27,609,4,store,0.30867346938775503,14.52,32.52,7.440699017786885,5.477051940858907
2015-12-27,609,5,store,0.30837304288631723,18.12,40.64,1.4757772601017316,0.7747547724867008
2015-12-27,609,all,national,0.3085495533815398,36.27,81.28,16.121740916230085,12.137699127704598
2015-12-27,903,1,store,0.3231649189704481,13.56,28.4,0.3324036955644454,4.565535204125616e-05
2015-12-27,903,2,store,0.3234323432343234,11.76,24.6,0.0,4.575448212645949e-05
2015-12-27,903,3,store,0.32298546895640684,19.56,41.0,0.0519703311566798,4.558883266517613e-05
2015-12-27,903,4,store,0.3228173147468819,17.6,36.92,0.0,0.0
2015-12-27,903,5,store,0.32316715542522,22.04,46.16,0.0017632908776031367,0.0
2015-12-27,903,all,national,0.32311303454852197,44.05,92.28,1.54204452594154,0.2578339051958274
2015-12-27,1013,1,store,0.29865125240847784,12.4,29.12,6.890543907488682,3.244739262598345
2015-12-27,1013,2,store,0.29888888888888887,10.76,25.24,8.381179313858675,5.219700434416469
2015-12-27,1013,3,store,0.2986666666666667,17.92,42.08,12.639978769177612,8.362991072548848
2015-12-27,1013,4,store,0.2985185185185185,16.12,37.88,4.8862232006847535,5.555379036348207
2015-12-27,1013,5,store,0.2987551867219917,20.16,47.32,9.850842965084253,7.741684888089516
2015-12-27,1013,all,national,0.29883695088525075,40.34,94.65,58.83543783405468,45.63425486214064
2015-12-27,1053,1,store,0.8018018018018017,14.24,3.52,1.4577496005055945,3.6738757231548838
2015-12-27,1053,2,store,0.8005181347150259,12.36,3.08,1.8689467754665483,4.541616714450253
2015-12-27,1053,3,store,0.8006230529595015,20.56,5.12,1.7068253455571727,5.34305223869521
2015-12-27,1053,4,store,0.8010380622837371,18.52,4.6,2.5154078456614717,6.452526809908521
2015-12-27,1053,5,store,0.8005540166204986,23.12,5.76,1.4405645992392622,3.6738757231548838
2015-12-27,1053,all,national,0.800969193492558,46.28,11.5,6.258188401636058,13.577729144846773
2015-12-27,1062,1,store,0.8214285714285714,14.72,3.2,1.466529989078869,3.8580717361347796
2015-12-27,1062,2,store,0.8221649484536082,12.76,2.76,0.2267040000900487,2.8361118788139903
2015-12-27,1062,3,store,0.8219814241486069,21.24,4.6,1.9092788937777108,4.50833454253442
2015-12-27,1062,4,store,0.8213058419243986,19.12,4.16,2.3384094535076265,5.669673448548656
2015-12-27,1062,5,store,0.8214285714285715,23.92,5.2,0.6146348934104771,3.5503176032431223
2015-12-27,1062,all,national,0.821618834851349,47.81,10.38,6.372565571348739,11.734533395138946
2015-12-27,1104,1,store,0.8,12.64,3.16,0.10597862310473234,2.8361118788139903
2015-12-27,1104,2,store,0.8005865102639296,10.92,2.72,0.1009191787063713,3.4722796074251914
2015-12-27,1104,3,store,0.8,18.24,4.56,0.2968777578723921,3.084961156572315
2015-12-27,1104,4,store,0.80078125,16.4,4.08,0.5261218571106602,3.0319200764459384
2015-12-27,1104,5,store,0.8003120124804992,20.52,5.12,0.15107719553850155,2.89349608748811
2015-12-27,1104,all,national,0.8002341006632852,41.02,10.24,2.7108074603407926,6.947428371939391
2015-12-27,1554,1,store,0.3565217391304348,14.76,26.64,0.0,0.0007375541215702134
2015-12-27,1554,2,store,0.35602678571428575,12.76,23.08,0.0,0.003945918651812375
2015-12-27,1554,3,store,0.3563295378432686,21.28,38.44,0.0,0.0022809198216232045
2015-12-27,1554,4,store,0.3563988095238095,19.16,34.6,0.07739055165548463,0.0035406537652833544
2015-12-27,1554,5,store,0.3563355145746579,23.96,43.28,0.022113500106124156,5.560270622052364e-05
2015-12-27,1554,all,national,0.3563671526331449,47.91,86.53,1.359866936145607,0.7395619024436256
2015-12-27,1566,1,store,0.34839357429718876,13.88,25.96,8.176236524385217,7.514065805164427
2015-12-27,1566,2,store,0.3483796296296296,12.04,22.52,7.499010025134883,6.6898822707905605
2015-12-27,1566,3,store,0.3486111111111111,20.08,37.52,27.61019965132872,24.898853355970477
2015-12-27,1566,4,store,0.3487654320987654,18.08,33.76,12.795998649966766,10.657112381380822
2015-12-27,1566,5,store,0.34876543209876537,22.6,42.2,4.224490159991066,3.289466399672296
2015-12-27,1566,all,national,0.3485608457442704,45.17,84.42,56.54688429177696,51.478318478480475
2015-12-27,1743,1,store,0.7399103139013452,13.2,4.64,0.16948651594320205,2.0366792260445394
2015-12-27,1743,2,store,0.7409326424870466,11.44,4.0,0.40478447241970467,2.0514614032480747
2015-12-27,1743,3,store,0.7402799377916018,19.04,6.68,0.9164440480438631,2.438463932576421
2015-12-27,1743,4,store,0.740484429065744,17.12,6.0,1.1292711246276854,2.955424712460652
2015-12-27,1743,5,store,0.7403314917127072,21.44,7.52,0.4241208453190426,2.0465052561967667
2015-12-27,1743,all,national,0.7404078810922918,42.84,15.02,2.2938351998284694,4.729092962997557
2015-12-27,1836,1,store,0.31848341232227484,13.44,28.76,0.022088829997900853,4.391998911573746e-05
2015-12-27,1836,2,store,0.31838074398249455,11.64,24.92,0.010115189693565708,4.388193153217111e-05
2015-12-27,1836,3,store,0.31824146981627294,19.4,41.56,0.8932952389640911,0.6041893436763213
2015-12-27,1836,4,store,0.31851311953352773,17.48,37.4,1.504920584570513,1.115970660733382
2015-12-27,1836,5,store,0.31836734693877555,21.84,46.76,1.553489644968129,1.0367943502292851
2015-12-27,1836,all,national,0.31836407377706494,43.67,93.5,3.936356898815327,2.6008027225245978
2015-12-27,1953,1,store,0.40669856459330145,6.8,9.92,1.0434570103091232,0.7010229113227917
2015-12-27,1953,2,store,0.4060773480662983,5.88,8.6,0.04448296730482461,0.047792221130884334
2015-12-27,1953,3,store,0.406301824212272,9.8,14.32,1.0764723018674096,0.9480273579122228
2015-12-27,1953,4,store,0.40699815837937386,8.84,12.88,1.661517993617964,1.0351163085885338
2015-12-27,1953,5,store,0.40707964601769914,11.04,16.08,0.49105994868234915,0.2455258460858478
2015-12-27,1953,all,national,0.4066359447004608,22.06,32.19,5.336359579359009,4.193374029181184
2015-12-27,1968,1,store,0.3557504873294347,14.6,26.44,0.9069325189764986,0.29212197547483393
2015-12-27,1968,2,store,0.35545556805399325,12.64,22.92,0.682259887976366,0.06922298873278125
2015-12-27,1968,3,store,0.3556005398110661,21.08,38.2,0.9972300559912394,0.587327343046584
2015-12-27,1968,4,store,0.3555888972243061,18.96,34.36,2.7780658774449902,1.579206481434784
2015-12-27,1968,5,store,0.35534213685474186,23.68,42.96,1.6742989762682943,1.2074741567626135
2015-12-27,1968,all,national,0.3554605460546055,47.39,85.93,10.442566030858336,8.796501197024668
2015-12-27,1974,1,store,0.1917808219178082,3.36,14.16,0.0,0.0
2015-12-27,1974,2,store,0.18997361477572558,2.88,12.28,0.15255784000703237,0.0
2015-12-27,1974,3,store,0.19145569620253164,4.84,20.44,0.6010488325207505,0.0
2015-12-27,1974,4,store,0.19156414762741655,4.36,18.4,0.6363081530705709,0.14525423815163377
2015-12-27,1974,5,store,0.19127988748241914,5.44,23.0,0.7697666041484514,0.13506217211261634
2015-12-27,1974,all,national,0.19120492524186455,10.87,45.98,3.46534918468657,1.5019977720749507
2015-12-27,2013,1,store,0.8051044083526682,13.88,3.36,0.06156908815079928,2.8842052241842837
2015-12-27,2013,2,store,0.8048128342245989,12.04,2.92,0.14314891763880055,2.853403523064799
2015-12-27,2013,3,store,0.8054662379421221,20.04,4.84,8.662997935524059,15.336306484144355
2015-12-27,2013,4,store,0.8053571428571429,18.04,4.36,0.26795683161866785,2.8361118788139903
2015-12-27,2013,5,store,0.8057142857142857,22.56,5.44,0.0,2.8361118788139903
2015-12-27,2013,all,national,0.8055704338510981,45.12,10.89,10.737208166230433,18.43897476527967
2015-12-27,2055,1,store,0.8103044496487121,13.84,3.24,1.7125910696015991,4.150945276588746
2015-12-27,2055,2,store,0.8102981029810298,11.96,2.8,1.4124790064759742,3.2589712793705163
2015-12-27,2055,3,store,0.810064935064935,19.96,4.68,2.057722581183151,4.431543146079974
2015-12-27,2055,4,store,0.8104693140794225,17.96,4.2,3.3687260273858937,5.515419086561944
2015-12-27,2055,5,store,0.810966810966811,22.48,5.24,1.1906566481972611,2.958724808303211
2015-12-27,2055,all,national,0.8103914847555476,44.92,10.51,8.931274982419682,13.782048824877094
2015-12-27,2061,1,store,0.7903614457831326,13.12,3.48,28.42216730337248,36.94557358418849
2015-12-27,2061,2,store,0.788888888888889,11.36,3.04,7.2192333688731205,12.99541114028121
2015-12-27,2061,3,store,0.7896494156928214,18.92,5.04,12.502712839202154,18.232475986523692
2015-12-27,2061,4,store,0.7903525046382189,17.04,4.52,14.976346735497836,19.145029376300975
2015-12-27,2061,5,store,0.7893175074183977,21.28,5.68,8.603777015189426,13.246217397438928
2015-12-27,2061,all,national,0.7897664071190212,42.6,11.34,71.38702799170159,92.76936357442152
2015-12-27,2181,1,store,0.3150147203140333,12.84,27.92,2.552218984423731,1.5601741268844846
2015-12-27,2181,2,store,0.3148357870894677,11.12,24.2,3.1474600178116394,1.6980983628197523
2015-12-27,2181,3,store,0.31521739130434784,18.56,40.32,1.0159915390743754,0.5676584364415248
2015-12-27,2181,4,store,0.3149546827794562,16.68,36.28,2.22947785368544,1.3873883105107767
2015-12-27,2181,5,store,0.31521739130434784,20.88,45.36,1.2848141000964552,0.7476908486506935
2015-12-27,2181,all,national,0.3151098693649475,41.73,90.7,11.287514469275685,9.677017179163236
2015-12-27,2214,1,store,0.7257383966244725,13.76,5.2,11.440070779524557,17.352649877976425
2015-12-27,2214,2,store,0.7250608272506084,11.92,4.52,10.094154173868603,15.208205222551907
2015-12-27,2214,3,store,0.7255474452554744,19.88,7.52,10.799355244159951,18.79513813695904
2015-12-27,2214,4,store,0.7256493506493505,17.88,6.76,12.314219478173529,16.61967261655618
2015-12-27,2214,5,store,0.725974025974026,22.36,8.44,10.19321450737276,16.54652289350488
2015-12-27,2214,all,national,0.7255315695503978,44.7,16.91,50.279237114403486,67.55365298183486
2015-12-27,2806,1,store,0.19259259259259262,3.12,13.08,197.57719079896506,143.08125055507438
2015-12-27,2806,2,store,0.19373219373219375,2.72,11.32,129.12991696554667,87.91722763970846
2015-12-27,2806,3,store,0.19316239316239314,4.52,18.88,96.72260645030693,58.74645866183655
2015-12-27,2806,4,store,0.19354838709677422,4.08,17.0,242.0663132552884,161.58058518626058
2015-12-27,2806,5,store,0.19300911854103345,5.08,21.24,97.85734862828647,63.20096668064612
2015-12-27,2806,all,national,0.19316888045540795,10.18,42.52,781.2926079473821,334.61494089827266
2015-12-27,2877,1,store,0.737417943107221,13.48,4.8,1.103441296272203,4.0236997419698355
2015-12-27,2877,2,store,0.7373737373737373,11.68,4.16,0.7509935143860978,3.7861808439304214
2015-12-27,2877,3,store,0.7374810318664644,19.44,6.92,2.280795482282623,5.7773092909088275
2015-12-27,2877,4,store,0.7386172006745363,17.52,6.2,2.025862163355771,4.7028282294069585
2015-12-27,2877,5,store,0.738191632928475,21.88,7.76,0.7193207986620116,3.1696757386327112
2015-12-27,2877,all,national,0.7379066239676386,43.78,15.55,6.986726288754238,12.701423523229456
2015-12-27,2901,1,store,0.3849658314350797,6.76,10.8,0.3359045007019934,0.5408006948455465
2015-12-27,2901,2,store,0.38582677165354334,5.88,9.36,0.0,0.021509110962668308
2015-12-27,2901,3,store,0.38485804416403785,9.76,15.6,0.5224142731946,0.7681116017331391
2015-12-27,2901,4,store,0.3852889667250438,8.8,14.04,0.7475369444449467,0.8319098558542228
2015-12-27,2901,5,store,0.3851540616246499,11.0,17.56,0.4782340322674256,0.5798946333204807
2015-12-27,2901,all,national,0.38487130099807393,21.98,35.13,3.4362598614002846,3.234577656250514
2015-12-27,2952,1,store,0.7994987468671678,12.76,3.2,0.9881998724238795,6.360139386629269
2015-12-27,2952,2,store,0.8,11.04,2.76,1.5841008217150692,5.988108729812473
2015-12-27,2952,3,store,0.7999999999999999,18.4,4.6,2.0933132772432708,4.399264681988894
2015-12-27,2952,4,store,0.8007736943907157,16.56,4.12,2.287828338608828,8.022404170318111
2015-12-27,2952,5,store,0.8006182380216383,20.72,5.16,0.8924737200743336,5.236041180716295
2015-12-27,2952,all,national,0.8001932367149758,41.41,10.34,11.611493741849202,16.902793296434666
2015-12-27,2958,1,store,0.31840796019900497,12.8,27.4,0.0,0.011915061620731545
2015-12-27,2958,2,store,0.31802525832376577,11.08,23.76,0.0,0.0
2015-12-27,2958,3,store,0.3181818181818182,18.48,39.6,0.0,0.0
2015-12-27,2958,4,store,0.3182861514919663,16.64,35.64,0.6370516312231439,0.0
2015-12-27,2958,5,store,0.31843233312921004,20.8,44.52,0.6432037771266981,0.5774023122396785
2015-12-27,2958,all,national,0.318359225529961,41.6,89.07,1.752548708699793,0.7337841572681683
2015-12-27,2980,1,store,0.28035320088300225,10.16,26.08,29.08578845237776,19.859719863605005
2015-12-27,2980,2,store,0.2802547770700637,8.8,22.6,8.15230378870181,5.74515933705165
2015-12-27,2980,3,store,0.2805810397553517,14.68,37.64,33.52460922098838,25.978302177059874
2015-12-27,2980,4,store,0.28098471986417656,13.24,33.88,57.6391853531518,39.581630173735746
2015-12-27,2980,5,store,0.2805706521739131,16.52,42.36,13.249601311617784,15.224380122616056
2015-12-27,2980,all,national,0.28075388403090246,33.07,84.72,139.43258331025143,89.19390038838455
2015-12-27,2997,1,store,0.7322515212981745,14.44,5.28,0.0,1.9982517259667705
2015-12-27,2997,2,store,0.7330210772833724,12.52,4.56,0.3808008192591944,3.362193646335713
2015-12-27,2997,3,store,0.7327707454289734,20.84,7.6,0.6440982854669729,3.976095746763468
2015-12-27,2997,4,store,0.7328125,18.76,6.84,0.5930973748274417,3.4886159594559016
2015-12-27,2997,5,store,0.7328339575530587,23.48,8.56,0.34785319144043964,3.473854411372287
2015-12-27,2997,all,national,0.7327088212334114,46.93,17.12,4.540717394897479,10.280415158311689
2015-12-27,3045,1,store,0.7249417249417249,12.44,4.72,4.35557425458103,6.052039060003904
2015-12-27,3045,2,store,0.7258064516129032,10.8,4.08,2.481114368462977,4.250148563610538
2015-12-27,3045,3,store,0.7241935483870968,17.96,6.84,2.285321028493211,3.7462893162486153
2015-12-27,3045,4,store,0.7240143369175627,16.16,6.16,4.240133597849763,6.277615357513021
2015-12-27,3045,5,store,0.7245337159253945,20.2,7.68,1.7955178268393928,2.8060687073477224
2015-12-27,3045,all,national,0.72481176048763,40.43,15.35,14.412119371047963,17.611996842170747
2015-12-27,3063,1,store,0.2755417956656347,10.68,28.08,2.764493577864198,1.7606611197640096
2015-12-27,3063,2,store,0.27619047619047615,9.28,24.32,2.08136712077613,0.8513868690314013
2015-12-27,3063,3,store,0.27591136526090065,15.44,40.52,3.176408119592217,1.4010590904484899
2015-12-27,3063,4,store,0.2756155679110405,13.88,36.48,2.5165374399856497,1.2268992790218216
2015-12-27,3063,5,store,0.27573062261753495,17.36,45.6,1.3326798780635367,0.6531200712250722
2015-12-27,3063,all,national,0.27584564078132445,34.74,91.2,14.217360149274617,8.967515339242231
2015-12-27,3090,1,store,0.3287671232876712,12.48,25.48,1.5077090837918699,0.7144137471154322
2015-12-27,3090,2,store,0.3292831105710814,10.84,22.08,0.7491939407785053,0.005337320822467134
2015-12-27,3090,3,store,0.3289569657184537,18.04,36.8,1.1273194620422653,0.5431918895252085
2015-12-27,3090,4,store,0.3290113452188006,16.24,33.12,1.157315939755091,0.4887541442738607
2015-12-27,3090,5,store,0.3292287751134154,20.32,41.4,0.8568775908702886,0.08230223458526154
2015-12-27,3090,all,national,0.32893137810904965,40.6,82.83,5.024757590075452,3.81228528623621
2015-12-27,3105,1,store,0.33124346917450365,12.68,25.6,0.007928378827882401,0.0
2015-12-27,3105,2,store,0.3317249698431846,11.0,22.16,0.2472155949001544,0.01563834164249975
