item_id,store_code,shortage_cost,overage_cost,target_inventory_14d,cold_start_fallback,coordinated_inventory_14d,allocation_delta,national_target_inventory_14d,rounded_national_target_inventory_14d,allocated_sum_14d,reconciliation_gap,national_quantization_error
582,2,12.32,4.76,4.355275654506563,False,0.0,-4.355275654506563,12.276844521571569,12.3,12.299999999999999,-1.7763568394002505e-15,0.02315547842843202
582,3,20.56,7.96,4.076034667030936,False,4.1,0.023965332969063446,12.276844521571569,12.3,12.299999999999999,-1.7763568394002505e-15,0.02315547842843202
582,4,18.52,7.16,2.818761413178522,False,2.8,-0.01876141317852209,12.276844521571569,12.3,12.299999999999999,-1.7763568394002505e-15,0.02315547842843202
582,5,23.12,8.92,2.907972839030149,False,2.9,-0.007972839030149004,12.276844521571569,12.3,12.299999999999999,-1.7763568394002505e-15,0.02315547842843202
609,1,11.16,25.0,0.5833170315208792,False,0.6,0.016682968479120763,12.137699127704598,12.1,12.1,0.0,-0.03769912770459882
609,2,9.68,21.68,0.54606745879567,False,1.2,0.65393254120433,12.137699127704598,12.1,12.1,0.0,-0.03769912770459882
609,3,16.12,36.12,4.0379059548933816,False,4.0,-0.037905954893381555,12.137699127704598,12.1,12.1,0.0,-0.03769912770459882
609,4,14.52,32.52,5.477051940858907,False,5.5,0.022948059141093324,12.137699127704598,12.1,12.1,0.0,-0.03769912770459882
609,5,18.12,40.64,0.7747547724867008,False,0.8,0.025245227513299273,12.137699127704598,12.1,12.1,0.0,-0.03769912770459882
903,1,13.56,28.4,4.565535204125616e-05,False,0.0,-4.565535204125616e-05,0.2578339051958274,0.3,0.3,0.0,0.042166094804172605
903,2,11.76,24.6,4.575448212645949e-05,False,0.3,0.29995424551787353,0.2578339051958274,0.3,0.3,0.0,0.042166094804172605
903,3,19.56,41.0,4.558883266517613e-05,False,0.0,-4.558883266517613e-05,0.2578339051958274,0.3,0.3,0.0,0.042166094804172605
903,4,17.6,36.92,0.0,False,0.0,0.0,0.2578339051958274,0.3,0.3,0.0,0.042166094804172605
903,5,22.04,46.16,0.0,False,0.0,0.0,0.2578339051958274,0.3,0.3,0.0,0.042166094804172605
1013,1,12.4,29.12,3.244739262598345,False,3.2,-0.04473926259834471,45.63425486214064,45.6,45.6,0.0,-0.03425486214063511
1013,2,10.76,25.24,5.219700434416469,False,20.7,15.48029956558353,45.63425486214064,45.6,45.6,0.0,-0.03425486214063511
1013,3,17.92,42.08,8.362991072548848,False,8.4,0.037008927451152474,45.63425486214064,45.6,45.6,0.0,-0.03425486214063511
1013,4,16.12,37.88,5.555379036348207,False,5.6,0.044620963651792245,45.63425486214064,45.6,45.6,0.0,-0.03425486214063511
1013,5,20.16,47.32,7.741684888089516,False,7.7,-0.04168488808951576,45.63425486214064,45.6,45.6,0.0,-0.03425486214063511
1053,1,14.24,3.52,3.6738757231548838,False,0.0,-3.6738757231548838,13.577729144846773,13.6,13.6,0.0,0.02227085515322713
1053,2,12.36,3.08,4.541616714450253,False,0.0,-4.541616714450253,13.577729144846773,13.6,13.6,0.0,0.02227085515322713
1053,3,20.56,5.12,5.34305223869521,False,5.3,-0.043052238695210576,13.577729144846773,13.6,13.6,0.0,0.02227085515322713
1053,4,18.52,4.6,6.452526809908521,False,4.6,-1.8525268099085217,13.577729144846773,13.6,13.6,0.0,0.02227085515322713
1053,5,23.12,5.76,3.6738757231548838,False,3.7,0.026124276845116423,13.577729144846773,13.6,13.6,0.0,0.02227085515322713
1062,1,14.72,3.2,3.8580717361347796,False,0.0,-3.8580717361347796,11.734533395138946,11.7,11.7,0.0,-0.03453339513894704
1062,2,12.76,2.76,2.8361118788139903,False,0.0,-2.8361118788139903,11.734533395138946,11.7,11.7,0.0,-0.03453339513894704
1062,3,21.24,4.6,4.50833454253442,False,4.5,-0.008334542534419676,11.734533395138946,11.7,11.7,0.0,-0.03453339513894704
1062,4,19.12,4.16,5.669673448548656,False,3.6,-2.0696734485486563,11.734533395138946,11.7,11.7,0.0,-0.03453339513894704
1062,5,23.92,5.2,3.5503176032431223,False,3.6,0.0496823967568778,11.734533395138946,11.7,11.7,0.0,-0.03453339513894704
1104,1,12.64,3.16,2.8361118788139903,False,0.0,-2.8361118788139903,6.947428371939391,6.9,6.9,0.0,-0.047428371939390424
1104,2,10.92,2.72,3.4722796074251914,False,0.0,-3.4722796074251914,6.947428371939391,6.9,6.9,0.0,-0.047428371939390424
1104,3,18.24,4.56,3.084961156572315,False,3.1,0.015038843427685133,6.947428371939391,6.9,6.9,0.0,-0.047428371939390424
1104,4,16.4,4.08,3.0319200764459384,False,0.9,-2.1319200764459385,6.947428371939391,6.9,6.9,0.0,-0.047428371939390424
1104,5,20.52,5.12,2.89349608748811,False,2.9,0.0065039125118899754,6.947428371939391,6.9,6.9,0.0,-0.047428371939390424
1554,1,14.76,26.64,0.0007375541215702134,False,0.0,-0.0007375541215702134,0.7395619024436256,0.7,0.7,0.0,-0.039561902443625674
1554,2,12.76,23.08,0.003945918651812375,False,0.7,0.6960540813481876,0.7395619024436256,0.7,0.7,0.0,-0.039561902443625674
1554,3,21.28,38.44,0.0022809198216232045,False,0.0,-0.0022809198216232045,0.7395619024436256,0.7,0.7,0.0,-0.039561902443625674
1554,4,19.16,34.6,0.0035406537652833544,False,0.0,-0.0035406537652833544,0.7395619024436256,0.7,0.7,0.0,-0.039561902443625674
1554,5,23.96,43.28,5.560270622052364e-05,False,0.0,-5.560270622052364e-05,0.7395619024436256,0.7,0.7,0.0,-0.039561902443625674
1566,1,13.88,25.96,7.514065805164427,False,7.5,-0.014065805164427125,51.478318478480475,51.5,51.5,0.0,0.021681521519525404
1566,2,12.04,22.52,6.6898822707905605,False,5.1,-1.5898822707905609,51.478318478480475,51.5,51.5,0.0,0.021681521519525404
1566,3,20.08,37.52,24.898853355970477,False,24.9,0.0011466440295215818,51.478318478480475,51.5,51.5,0.0,0.021681521519525404
1566,4,18.08,33.76,10.657112381380822,False,10.7,0.04288761861917756,51.478318478480475,51.5,51.5,0.0,0.021681521519525404
1566,5,22.6,42.2,3.289466399672296,False,3.3,0.010533600327703674,51.478318478480475,51.5,51.5,0.0,0.021681521519525404
1743,1,13.2,4.64,2.0366792260445394,False,0.0,-2.0366792260445394,4.729092962997557,4.7,4.699999999999999,-8.881784197001252e-16,-0.029092962997556704
1743,2,11.44,4.0,2.0514614032480747,False,0.0,-2.0514614032480747,4.729092962997557,4.7,4.699999999999999,-8.881784197001252e-16,-0.029092962997556704
1743,3,19.04,6.68,2.438463932576421,False,2.4,-0.03846393257642111,4.729092962997557,4.7,4.699999999999999,-8.881784197001252e-16,-0.029092962997556704
1743,4,17.12,6.0,2.955424712460652,False,0.3,-2.6554247124606523,4.729092962997557,4.7,4.699999999999999,-8.881784197001252e-16,-0.029092962997556704
1743,5,21.44,7.52,2.0465052561967667,False,2.0,-0.04650525619676671,4.729092962997557,4.7,4.699999999999999,-8.881784197001252e-16,-0.029092962997556704
1836,1,13.44,28.76,4.391998911573746e-05,False,0.0,-4.391998911573746e-05,2.6008027225245978,2.6,2.6,0.0,-0.0008027225245976766
1836,2,11.64,24.92,4.388193153217111e-05,False,0.0,-4.388193153217111e-05,2.6008027225245978,2.6,2.6,0.0,-0.0008027225245976766
1836,3,19.4,41.56,0.6041893436763213,False,0.6,-0.004189343676321289,2.6008027225245978,2.6,2.6,0.0,-0.0008027225245976766
1836,4,17.48,37.4,1.115970660733382,False,1.0,-0.11597066073338191,2.6008027225245978,2.6,2.6,0.0,-0.0008027225245976766
1836,5,21.84,46.76,1.0367943502292851,False,1.0,-0.03679435022928512,2.6008027225245978,2.6,2.6,0.0,-0.0008027225245976766
1953,1,6.8,9.92,0.7010229113227917,False,0.7,-0.001022911322791753,4.193374029181184,4.2,4.2,0.0,0.006625970818816107
1953,2,5.88,8.6,0.047792221130884334,False,1.4,1.3522077788691156,4.193374029181184,4.2,4.2,0.0,0.006625970818816107
1953,3,9.8,14.32,0.9480273579122228,False,0.9,-0.04802735791222279,4.193374029181184,4.2,4.2,0.0,0.006625970818816107
1953,4,8.84,12.88,1.0351163085885338,False,1.0,-0.03511630858853376,4.193374029181184,4.2,4.2,0.0,0.006625970818816107
1953,5,11.04,16.08,0.2455258460858478,False,0.2,-0.04552584608584778,4.193374029181184,4.2,4.2,0.0,0.006625970818816107
1968,1,14.6,26.44,0.29212197547483393,False,0.3,0.00787802452516606,8.796501197024668,8.8,8.799999999999999,-1.7763568394002505e-15,0.003498802975332893
1968,2,12.64,22.92,0.06922298873278125,False,5.1,5.030777011267219,8.796501197024668,8.8,8.799999999999999,-1.7763568394002505e-15,0.003498802975332893
1968,3,21.08,38.2,0.587327343046584,False,0.6,0.012672656953416017,8.796501197024668,8.8,8.799999999999999,-1.7763568394002505e-15,0.003498802975332893
1968,4,18.96,34.36,1.579206481434784,False,1.6,0.020793518565216162,8.796501197024668,8.8,8.799999999999999,-1.7763568394002505e-15,0.003498802975332893
1968,5,23.68,42.96,1.2074741567626135,False,1.2,-0.0074741567626135375,8.796501197024668,8.8,8.799999999999999,-1.7763568394002505e-15,0.003498802975332893
1974,1,3.36,14.16,0.0,False,0.0,0.0,1.5019977720749507,1.5,1.5,0.0,-0.0019977720749506656
1974,2,2.88,12.28,0.0,False,1.3,1.3,1.5019977720749507,1.5,1.5,0.0,-0.0019977720749506656
1974,3,4.84,20.44,0.0,False,0.0,0.0,1.5019977720749507,1.5,1.5,0.0,-0.0019977720749506656
1974,4,4.36,18.4,0.14525423815163377,False,0.1,-0.04525423815163376,1.5019977720749507,1.5,1.5,0.0,-0.0019977720749506656
1974,5,5.44,23.0,0.13506217211261634,False,0.1,-0.035062172112616335,1.5019977720749507,1.5,1.5,0.0,-0.0019977720749506656
2013,1,13.88,3.36,2.8842052241842837,False,0.0,-2.8842052241842837,18.43897476527967,18.4,18.4,0.0,-0.03897476527967214
2013,2,12.04,2.92,2.853403523064799,False,0.0,-2.853403523064799,18.43897476527967,18.4,18.4,0.0,-0.03897476527967214
2013,3,20.04,4.84,15.336306484144355,False,15.3,-0.036306484144354556,18.43897476527967,18.4,18.4,0.0,-0.03897476527967214
2013,4,18.04,4.36,2.8361118788139903,False,0.3,-2.5361118788139905,18.43897476527967,18.4,18.4,0.0,-0.03897476527967214
2013,5,22.56,5.44,2.8361118788139903,False,2.8,-0.03611187881399047,18.43897476527967,18.4,18.4,0.0,-0.03897476527967214
2055,1,13.84,3.24,4.150945276588746,False,0.9,-3.250945276588746,13.782048824877094,13.8,13.8,0.0,0.01795117512290645
2055,2,11.96,2.8,3.2589712793705163,False,0.0,-3.2589712793705163,13.782048824877094,13.8,13.8,0.0,0.01795117512290645
2055,3,19.96,4.68,4.431543146079974,False,4.4,-0.031543146079973994,13.782048824877094,13.8,13.8,0.0,0.01795117512290645
2055,4,17.96,4.2,5.515419086561944,False,5.5,-0.015419086561943907,13.782048824877094,13.8,13.8,0.0,0.01795117512290645
2055,5,22.48,5.24,2.958724808303211,False,3.0,0.04127519169678884,13.782048824877094,13.8,13.8,0.0,0.01795117512290645
2061,1,13.12,3.48,36.94557358418849,False,36.9,-0.04557358418848878,92.76936357442152,92.8,92.8,0.0,0.030636425578478566
2061,2,11.36,3.04,12.99541114028121,False,5.4,-7.595411140281209,92.76936357442152,92.8,92.8,0.0,0.030636425578478566
2061,3,18.92,5.04,18.232475986523692,False,18.2,-0.03247598652369277,92.76936357442152,92.8,92.8,0.0,0.030636425578478566
2061,4,17.04,4.52,19.145029376300975,False,19.1,-0.04502937630097392,92.76936357442152,92.8,92.8,0.0,0.030636425578478566
2061,5,21.28,5.68,13.246217397438928,False,13.2,-0.04621739743892839,92.76936357442152,92.8,92.8,0.0,0.030636425578478566
2181,1,12.84,27.92,1.5601741268844846,False,1.6,0.03982587311551544,9.677017179163236,9.7,9.7,0.0,0.02298282083676284
2181,2,11.12,24.2,1.6980983628197523,False,5.4,3.701901637180248,9.677017179163236,9.7,9.7,0.0,0.02298282083676284
2181,3,18.56,40.32,0.5676584364415248,False,0.6,0.03234156355847517,9.677017179163236,9.7,9.7,0.0,0.02298282083676284
2181,4,16.68,36.28,1.3873883105107767,False,1.4,0.012611689489223199,9.677017179163236,9.7,9.7,0.0,0.02298282083676284
2181,5,20.88,45.36,0.7476908486506935,False,0.7,-0.04769084865069351,9.677017179163236,9.7,9.7,0.0,0.02298282083676284
2214,1,13.76,5.2,17.352649877976425,False,15.7,-1.652649877976426,67.55365298183486,67.6,67.6,0.0,0.04634701816513598
2214,2,11.92,4.52,15.208205222551907,False,0.0,-15.208205222551907,67.55365298183486,67.6,67.6,0.0,0.04634701816513598
2214,3,19.88,7.52,18.79513813695904,False,18.8,0.004861863040961367,67.55365298183486,67.6,67.6,0.0,0.04634701816513598
2214,4,17.88,6.76,16.61967261655618,False,16.6,-0.01967261655617847,67.55365298183486,67.6,67.6,0.0,0.04634701816513598
2214,5,22.36,8.44,16.54652289350488,False,16.5,-0.04652289350487848,67.55365298183486,67.6,67.6,0.0,0.04634701816513598
2806,1,3.12,13.08,143.08125055507438,False,51.1,-91.98125055507438,334.61494089827266,334.6,334.6,0.0,-0.014940898272641334
2806,2,2.72,11.32,87.91722763970846,False,0.0,-87.91722763970846,334.61494089827266,334.6,334.6,0.0,-0.014940898272641334
2806,3,4.52,18.88,58.74645866183655,False,58.7,-0.0464586618365459,334.61494089827266,334.6,334.6,0.0,-0.014940898272641334
2806,4,4.08,17.0,161.58058518626058,False,161.6,0.01941481373941656,334.61494089827266,334.6,334.6,0.0,-0.014940898272641334
2806,5,5.08,21.24,63.20096668064612,False,63.2,-0.000966680646115492,334.61494089827266,334.6,334.6,0.0,-0.014940898272641334
2877,1,13.48,4.8,4.0236997419698355,False,0.0,-4.0236997419698355,12.701423523229456,12.7,12.7,0.0,-0.0014235232294570466
2877,2,11.68,4.16,3.7861808439304214,False,0.0,-3.7861808439304214,12.701423523229456,12.7,12.7,0.0,-0.0014235232294570466
2877,3,19.44,6.92,5.7773092909088275,False,5.8,0.022690709091172323,12.701423523229456,12.7,12.7,0.0,-0.0014235232294570466
2877,4,17.52,6.2,4.7028282294069585,False,3.7,-1.0028282294069584,12.701423523229456,12.7,12.7,0.0,-0.0014235232294570466
2877,5,21.88,7.76,3.1696757386327112,False,3.2,0.03032426136728894,12.701423523229456,12.7,12.7,0.0,-0.0014235232294570466
2901,1,6.76,10.8,0.5408006948455465,False,0.5,-0.04080069484554649,3.234577656250514,3.2,3.2,0.0,-0.03457765625051401
2901,2,5.88,9.36,0.021509110962668308,False,0.5,0.47849088903733167,3.234577656250514,3.2,3.2,0.0,-0.03457765625051401
2901,3,9.76,15.6,0.7681116017331391,False,0.8,0.03188839826686096,3.234577656250514,3.2,3.2,0.0,-0.03457765625051401
2901,4,8.8,14.04,0.8319098558542228,False,0.8,-0.03190985585422279,3.234577656250514,3.2,3.2,0.0,-0.03457765625051401
2901,5,11.0,17.56,0.5798946333204807,False,0.6,0.020105366679519232,3.234577656250514,3.2,3.2,0.0,-0.03457765625051401
2952,1,12.76,3.2,6.360139386629269,False,0.0,-6.360139386629269,16.902793296434666,16.9,16.9,0.0,-0.002793296434667525
2952,2,11.04,2.76,5.988108729812473,False,0.0,-5.988108729812473,16.902793296434666,16.9,16.9,0.0,-0.002793296434667525
2952,3,18.4,4.6,4.399264681988894,False,4.4,0.0007353180111060453,16.902793296434666,16.9,16.9,0.0,-0.002793296434667525
2952,4,16.56,4.12,8.022404170318111,False,7.3,-0.7224041703181117,16.902793296434666,16.9,16.9,0.0,-0.002793296434667525
2952,5,20.72,5.16,5.236041180716295,False,5.2,-0.03604118071629525,16.902793296434666,16.9,16.9,0.0,-0.002793296434667525
2958,1,12.8,27.4,0.011915061620731545,False,0.0,-0.011915061620731545,0.7337841572681683,0.7,0.7,0.0,-0.0337841572681683
2958,2,11.08,23.76,0.0,False,0.1,0.1,0.7337841572681683,0.7,0.7,0.0,-0.0337841572681683
2958,3,18.48,39.6,0.0,False,0.0,0.0,0.7337841572681683,0.7,0.7,0.0,-0.0337841572681683
2958,4,16.64,35.64,0.0,False,0.0,0.0,0.7337841572681683,0.7,0.7,0.0,-0.0337841572681683
2958,5,20.8,44.52,0.5774023122396785,False,0.6,0.02259768776032145,0.7337841572681683,0.7,0.7,0.0,-0.0337841572681683
2980,1,10.16,26.08,19.859719863605005,False,8.4,-11.459719863605004,89.19390038838455,89.2,89.2,0.0,0.006099611615454137
2980,2,8.8,22.6,5.74515933705165,False,0.0,-5.74515933705165,89.19390038838455,89.2,89.2,0.0,0.006099611615454137
2980,3,14.68,37.64,25.978302177059874,False,26.0,0.021697822940126343,89.19390038838455,89.2,89.2,0.0,0.006099611615454137
2980,4,13.24,33.88,39.581630173735746,False,39.6,0.018369826264255096,89.19390038838455,89.2,89.2,0.0,0.006099611615454137
2980,5,16.52,42.36,15.224380122616056,False,15.2,-0.02438012261605671,89.19390038838455,89.2,89.2,0.0,0.006099611615454137
2997,1,14.44,5.28,1.9982517259667705,False,0.0,-1.9982517259667705,10.280415158311689,10.3,10.3,0.0,0.019584841688311982
2997,2,12.52,4.56,3.362193646335713,False,0.0,-3.362193646335713,10.280415158311689,10.3,10.3,0.0,0.019584841688311982
2997,3,20.84,7.6,3.976095746763468,False,4.0,0.023904253236532114,10.280415158311689,10.3,10.3,0.0,0.019584841688311982
2997,4,18.76,6.84,3.4886159594559016,False,2.8,-0.6886159594559018,10.280415158311689,10.3,10.3,0.0,0.019584841688311982
2997,5,23.48,8.56,3.473854411372287,False,3.5,0.02614558862771288,10.280415158311689,10.3,10.3,0.0,0.019584841688311982
3045,1,12.44,4.72,6.052039060003904,False,4.8,-1.252039060003904,17.611996842170747,17.6,17.6,0.0,-0.011996842170745481
3045,2,10.8,4.08,4.250148563610538,False,0.0,-4.250148563610538,17.611996842170747,17.6,17.6,0.0,-0.011996842170745481
3045,3,17.96,6.84,3.7462893162486153,False,3.7,-0.0462893162486151,17.611996842170747,17.6,17.6,0.0,-0.011996842170745481
3045,4,16.16,6.16,6.277615357513021,False,6.3,0.022384642486978912,17.611996842170747,17.6,17.6,0.0,-0.011996842170745481
3045,5,20.2,7.68,2.8060687073477224,False,2.8,-0.0060687073477225795,17.611996842170747,17.6,17.6,0.0,-0.011996842170745481
3063,1,10.68,28.08,1.7606611197640096,False,1.8,0.039338880235990414,8.967515339242231,9.0,9.0,0.0,0.03248466075776868
3063,2,9.28,24.32,0.8513868690314013,False,3.9,3.0486131309685987,8.967515339242231,9.0,9.0,0.0,0.03248466075776868
3063,3,15.44,40.52,1.4010590904484899,False,1.4,-0.0010590904484899522,8.967515339242231,9.0,9.0,0.0,0.03248466075776868
3063,4,13.88,36.48,1.2268992790218216,False,1.2,-0.026899279021821654,8.967515339242231,9.0,9.0,0.0,0.03248466075776868
3063,5,17.36,45.6,0.6531200712250722,False,0.7,0.04687992877492775,8.967515339242231,9.0,9.0,0.0,0.03248466075776868
3090,1,12.48,25.48,0.7144137471154322,False,0.7,-0.014413747115432196,3.81228528623621,3.8,3.8000000000000003,4.440892098500626e-16,-0.012285286236210169
3090,2,10.84,22.08,0.005337320822467134,False,2.0,1.9946626791775328,3.81228528623621,3.8,3.8000000000000003,4.440892098500626e-16,-0.012285286236210169
3090,3,18.04,36.8,0.5431918895252085,False,0.5,-0.04319188952520847,3.81228528623621,3.8,3.8000000000000003,4.440892098500626e-16,-0.012285286236210169
3090,4,16.24,33.12,0.4887541442738607,False,0.5,0.011245855726139287,3.81228528623621,3.8,3.8000000000000003,4.440892098500626e-16,-0.012285286236210169
3090,5,20.32,41.4,0.08230223458526154,False,0.1,0.01769776541473847,3.81228528623621,3.8,3.8000000000000003,4.440892098500626e-16,-0.012285286236210169
3105,1,12.68,25.6,0.0,False,0.0,0.0,2.009492613223966,2.0,2.0,0.0,-0.009492613223966107
3105,2,11.0,22.16,0.01563834164249975,False,1.3,1.2843616583575004,2.009492613223966,2.0,2.0,0.0,-0.009492613223966107
3105,3,18.32,36.96,0.38581133292784975,False,0.4,0.014188667072150274,2.009492613223966,2.0,2.0,0.0,-0.009492613223966107
3105,4,16.52,33.24,0.017339387300587872,False,0.0,-0.017339387300587872,2.009492613223966,2.0,2.0,0.0,-0.009492613223966107
3105,5,20.64,41.56,0.31182074402618737,False,0.3,-0.01182074402618738,2.009492613223966,2.0,2.0,0.0,-0.009492613223966107
3228,1,13.96,3.6,3.2948711455627997,False,0.0,-3.2948711455627997,6.597736581835237,6.6,6.6,0.0,0.0022634181647624985
3228,2,12.12,3.12,2.774765549911437,False,0.0,-2.774765549911437,6.597736581835237,6.6,6.6,0.0,0.0022634181647624985
3228,3,20.2,5.2,3.185441066556554,False,3.2,0.014558933443446165,6.597736581835237,6.6,6.6,0.0,0.0022634181647624985
3228,4,18.16,4.68,3.145819312611252,False,0.4,-2.745819312611252,6.597736581835237,6.6,6.6,0.0,0.0022634181647624985
3228,5,22.72,5.84,3.0434410265066685,False,3.0,-0.04344102650666848,6.597736581835237,6.6,6.6,0.0,0.0022634181647624985
3346,1,13.72,25.36,4.828829565509743,False,4.8,-0.028829565509743027,35.64458910745593,35.6,35.6,0.0,-0.044589107455927035
3346,2,11.88,21.96,0.7539069665174447,False,5.7,4.946093033482556,35.64458910745593,35.6,35.6,0.0,-0.044589107455927035
3346,3,19.8,36.6,12.6993244285119,False,12.7,0.0006755714880988251,35.64458910745593,35.6,35.6,0.0,-0.044589107455927035
3346,4,17.84,32.96,8.378606478043196,False,8.4,0.021393521956804662,35.64458910745593,35.6,35.6,0.0,-0.044589107455927035
3346,5,22.28,41.2,4.030031470231542,False,4.0,-0.030031470231541846,35.64458910745593,35.6,35.6,0.0,-0.044589107455927035
3363,1,14.44,3.28,8.640057420290077,False,0.0,-8.640057420290077,41.467277029246375,41.5,41.5,0.0,0.032722970753624736
3363,2,12.52,2.84,6.521147805418027,False,0.0,-6.521147805418027,41.467277029246375,41.5,41.5,0.0,0.032722970753624736
3363,3,20.84,4.76,10.600252677534689,False,10.6,-0.0002526775346893828,41.467277029246375,41.5,41.5,0.0,0.032722970753624736
3363,4,18.76,4.28,17.74137431589282,False,17.6,-0.14137431589281846,41.467277029246375,41.5,41.5,0.0,0.032722970753624736
3363,5,23.44,5.36,13.345217992186967,False,13.3,-0.04521799218696643,41.467277029246375,41.5,41.5,0.0,0.032722970753624736
3424,1,6.48,11.0,205.0292259773759,False,205.0,-0.02922597737588717,760.3510256043033,760.4,760.4,0.0,0.0489743956966322
3424,2,5.64,9.52,157.12557623987792,False,34.3,-122.82557623987792,760.3510256043033,760.4,760.4,0.0,0.0489743956966322
3424,3,9.36,15.88,155.65499280361774,False,155.7,0.04500719638224382,760.3510256043033,760.4,760.4,0.0,0.0489743956966322
3424,4,8.44,14.28,151.6927033540695,False,151.7,0.00729664593049506,760.3510256043033,760.4,760.4,0.0,0.0489743956966322
3424,5,10.56,17.88,213.71171013700715,False,213.7,-0.011710137007156618,760.3510256043033,760.4,760.4,0.0,0.0489743956966322
3549,1,12.6,3.68,2.942516952690423,False,0.0,-2.942516952690423,12.705489889731918,12.7,12.700000000000001,1.7763568394002505e-15,-0.0054898897319191065
3549,2,10.92,3.2,3.6502590043387855,False,0.0,-3.6502590043387855,12.705489889731918,12.7,12.700000000000001,1.7763568394002505e-15,-0.0054898897319191065
3549,3,18.24,5.32,7.423131307124855,False,7.4,-0.023131307124854672,12.705489889731918,12.7,12.700000000000001,1.7763568394002505e-15,-0.0054898897319191065
3549,4,16.4,4.76,3.598282214510088,False,2.2,-1.398282214510088,12.705489889731918,12.7,12.700000000000001,1.7763568394002505e-15,-0.0054898897319191065
3549,5,20.52,5.96,3.1435963489796372,False,3.1,-0.043596348979637156,12.705489889731918,12.7,12.700000000000001,1.7763568394002505e-15,-0.0054898897319191065
4833,1,13.92,3.48,6.782748194697758,False,6.8,0.017251805302241685,32.89374465587506,32.9,32.9,0.0,0.006255344124937778
4833,2,12.08,3.04,6.34951272594704,False,2.2,-4.14951272594704,32.89374465587506,32.9,32.9,0.0,0.006255344124937778
4833,3,20.12,5.04,6.667406612225522,False,6.7,0.03259338777447862,32.89374465587506,32.9,32.9,0.0,0.006255344124937778
4833,4,18.12,4.56,9.222159893838914,False,9.2,-0.022159893838914257,32.89374465587506,32.9,32.9,0.0,0.006255344124937778
4833,5,22.64,5.68,8.042528093776038,False,8.0,-0.04252809377603839,32.89374465587506,32.9,32.9,0.0,0.006255344124937778
